epoch,train_D_loss,train_G_loss,val_D_loss,val_G_loss
1,1.2183003884095411,0.8240798138655149,0.940298685005733,0.8942287138530186
2,1.0803028345108032,0.9091098881684817,1.2042709589004517,0.8492424488067627
3,0.9782546300154465,0.9830929659880124,1.3691488674708776,1.1164393254688807
4,0.9664456523381747,1.0098920533290277,1.4124052354267664,0.9333080734525409
5,0.9676916851447179,1.0056564349394579,1.3660114662987846,0.7113100034849984
6,0.9783649788453028,1.0178086115763738,1.3951520579201835,0.8920947057860238
7,0.9461959233650794,1.0556979018908281,1.400768518447876,1.0659420319965907
8,0.9373946625452775,1.0484351217746735,1.295313903263637,0.8096789377076286
9,0.978212044789241,1.0287698209285736,1.325730323791504,0.9708442177091327
10,1.004003031895711,0.9918375382056603,1.211214201790946,1.1579715183803014
11,1.012193127320363,0.9921708359168127,1.1965243475777763,1.1323666402271815
12,1.0075456981475537,0.9790687354711386,1.1892340183258057,1.0432755606515067
13,1.0483732842482054,0.9475343479559972,1.2881687028067452,1.1293710810797555
14,1.0347092243341298,0.953297475209603,1.0623549733843123,0.7664796113967896
15,1.0611054255412176,0.9296780664187211,1.2624567236219133,0.5068303091185433
16,1.0782731954868023,0.9293340215316186,1.0664048535483224,0.9074012126241412
17,1.1097468229440541,0.9023143213528854,1.1576327766690935,0.9301082747323173
18,1.1302094826331506,0.8648463487625122,1.846606935773577,0.19492608095918382
19,1.1527502903571496,0.8735130635591654,1.1978696414402552,1.025478652545384
20,1.1439832540658803,0.8692929492546961,1.162841524396624,1.1331260544913155
21,1.1321234565514784,0.8775968964283283,1.2341159241540092,0.49883071865354267
22,1.131233614224654,0.8783568052145151,1.207649094717843,0.5153993964195251
23,1.1631156756327703,0.8694766805722163,1.269161922591073,1.0607089826038905
24,1.1398602357277503,0.876019150018692,1.1746388333184379,0.7342359849384853
25,1.1776774800740755,0.8606422039178702,1.211347954613822,0.7738817589623588
26,1.2381867949779217,0.8090217273968917,1.5622141872133528,0.30829880067280363
27,1.2332312235465417,0.8216583361992469,1.2703922816685267,0.7887870839663914
28,1.2269610945995038,0.819650228206928,1.2832293851034982,0.9591336505753654
29,1.2366081476211548,0.811330462877567,1.3927677529198783,0.40920006803103853
30,1.2317597545110262,0.814795739375628,1.1983550105776106,0.8054847887584141
31,1.2210934528937707,0.8184699301536267,1.2171919686453683,0.6527462261063712
32,1.220621109008789,0.820257461988009,1.2108472415379115,0.8997387290000916
33,1.2268295746583204,0.8188627087152921,1.3317789350237166,1.1294959953853063
34,1.2339008954855113,0.8175440889138442,1.2773222071783883,0.9596608621733529
35,1.227927721463717,0.821043326304509,1.179952655519758,0.8211730463164193
36,1.2359435741718,0.8112693451918088,1.2108862910951887,0.8398284145763942
37,1.2068978685599108,0.8367262941140395,1.4300966433116369,1.0694131340299333
38,1.1883232960334191,0.8356621815608098,1.1784181083951677,0.8256814224379403
39,1.233709848844088,0.817458104628783,1.7129414592470442,0.2496812492609024
40,1.2138800483483534,0.8282942680212168,1.3137671266283308,1.097891194479806
41,1.2184690282895014,0.8221571170366727,1.1889408656529017,0.8875242727143424
42,1.2123175676052387,0.8345186504033896,1.2134146860667638,0.7356273191315787
43,1.2081339542682354,0.8280513217815986,1.2127799136298043,0.8474984679903302
44,1.1997257792032683,0.8326554756898147,1.226523722921099,0.9023385729108538
45,1.2014763905451848,0.8340767392745385,1.717490792274475,0.23616589180060796
46,1.1984600974963262,0.8393829487837278,1.2378202506474085,0.9837504029273987
47,1.1931197964228117,0.8377640063946064,1.2382161106382097,1.0375446592058455
48,1.204579247878148,0.830483601643489,1.2549629041126795,0.803488952772958
49,1.2030772796043983,0.8284370784576123,1.2629150663103377,0.5621206675257001
50,1.1987166863221388,0.8411697653623728,1.2674710750579834,1.0857675416128976
